year,code,amount,name,topname,depname,depcat,cat,ref
2014,0405300201,3171000,沒入金,罰款及賠償收入,臺灣高等法院,沒入及沒收財物,,2.28.2.1
2014,0405300302,90000,賠償求償收入,罰款及賠償收入,臺灣高等法院,賠償收入,,2.28.3.1
2014,0405310101,20000,罰金罰鍰,罰款及賠償收入,臺灣高等法院臺中分院,罰金罰鍰及怠金,,2.29.1.1
2014,0405310201,840000,沒入金,罰款及賠償收入,臺灣高等法院臺中分院,沒入及沒收財物,,2.29.2.1
2014,0405320101,NaN,罰金罰鍰,罰款及賠償收入,臺灣高等法院臺南分院,罰金罰鍰及怠金,,2.30.1.1
2014,0405320201,20000,沒入金,罰款及賠償收入,臺灣高等法院臺南分院,沒入及沒收財物,,2.30.2.1
2014,0405330101,8000,罰金罰鍰,罰款及賠償收入,臺灣高等法院高雄分院,罰金罰鍰及怠金,,2.31.1.1
2014,0405330201,1500000,沒入金,罰款及賠償收入,臺灣高等法院高雄分院,沒入及沒收財物,,2.31.2.1
2014,0405340101,10000,罰金罰鍰,罰款及賠償收入,臺灣高等法院花蓮分院,罰金罰鍰及怠金,,2.32.1.1
2014,0405340201,100000,沒入金,罰款及賠償收入,臺灣高等法院花蓮分院,沒入及沒收財物,,2.32.2.1
2014,0405410101,231000,罰金罰鍰,罰款及賠償收入,臺灣臺北地方法院,罰金罰鍰及怠金,,2.33.1.1
2014,0405410201,14783000,沒入金,罰款及賠償收入,臺灣臺北地方法院,沒入及沒收財物,,2.33.2.1
2014,0405410301,NaN,一般賠償收入,罰款及賠償收入,臺灣臺北地方法院,賠償收入,,2.33.3.1
2014,0405420101,20000,罰金罰鍰,罰款及賠償收入,臺灣士林地方法院,罰金罰鍰及怠金,,2.34.1.1
2014,0405420102,NaN,怠金,罰款及賠償收入,臺灣士林地方法院,罰金罰鍰及怠金,,2.34.1.2
2014,0405420201,6000000,沒入金,罰款及賠償收入,臺灣士林地方法院,沒入及沒收財物,,2.34.2.1
2014,0405420301,NaN,一般賠償收入,罰款及賠償收入,臺灣士林地方法院,賠償收入,,2.34.3.1
2014,0405430101,50000,罰金罰鍰,罰款及賠償收入,臺灣新北地方法院,罰金罰鍰及怠金,,2.35.1.1
2014,0405430201,13800000,沒入金,罰款及賠償收入,臺灣新北地方法院,沒入及沒收財物,,2.35.2.1
2014,0405430301,NaN,一般賠償收入,罰款及賠償收入,臺灣新北地方法院,賠償收入,,2.35.3.1
2014,0405470101,84000,罰金罰鍰,罰款及賠償收入,臺灣桃園地方法院,罰金罰鍰及怠金,,2.36.1.1
2014,0405470201,15042000,沒入金,罰款及賠償收入,臺灣桃園地方法院,沒入及沒收財物,,2.36.2.1
2014,0405480101,60000,罰金罰鍰,罰款及賠償收入,臺灣新竹地方法院,罰金罰鍰及怠金,,2.37.1.1
2014,0405480201,2050000,沒入金,罰款及賠償收入,臺灣新竹地方法院,沒入及沒收財物,,2.37.2.1
2014,0405490101,30000,罰金罰鍰,罰款及賠償收入,臺灣苗栗地方法院,罰金罰鍰及怠金,,2.38.1.1
2014,0405490201,2417000,沒入金,罰款及賠償收入,臺灣苗栗地方法院,沒入及沒收財物,,2.38.2.1
2014,0405490301,NaN,一般賠償收入,罰款及賠償收入,臺灣苗栗地方法院,賠償收入,,2.38.3.1
2014,0405500101,500000,罰金罰鍰,罰款及賠償收入,臺灣臺中地方法院,罰金罰鍰及怠金,,2.39.1.1
2014,0405500201,16900000,沒入金,罰款及賠償收入,臺灣臺中地方法院,沒入及沒收財物,,2.39.2.1
2014,0405510101,10000,罰金罰鍰,罰款及賠償收入,臺灣南投地方法院,罰金罰鍰及怠金,,2.40.1.1
2014,0405510201,1000000,沒入金,罰款及賠償收入,臺灣南投地方法院,沒入及沒收財物,,2.40.2.1
2014,0405510301,NaN,一般賠償收入,罰款及賠償收入,臺灣南投地方法院,賠償收入,,2.40.3.1
2014,0405520101,70000,罰金罰鍰,罰款及賠償收入,臺灣彰化地方法院,罰金罰鍰及怠金,,2.41.1.1
2014,0405520201,6045000,沒入金,罰款及賠償收入,臺灣彰化地方法院,沒入及沒收財物,,2.41.2.1
2014,0405530101,8000,罰金罰鍰,罰款及賠償收入,臺灣雲林地方法院,罰金罰鍰及怠金,,2.42.1.1
2014,0405530201,2200000,沒入金,罰款及賠償收入,臺灣雲林地方法院,沒入及沒收財物,,2.42.2.1
2014,0405540101,20000,罰金罰鍰,罰款及賠償收入,臺灣嘉義地方法院,罰金罰鍰及怠金,,2.43.1.1
2014,0405540201,1700000,沒入金,罰款及賠償收入,臺灣嘉義地方法院,沒入及沒收財物,,2.43.2.1
2014,0405540301,NaN,一般賠償收入,罰款及賠償收入,臺灣嘉義地方法院,賠償收入,,2.43.3.1
2014,0405560101,30000,罰金罰鍰,罰款及賠償收入,臺灣臺南地方法院,罰金罰鍰及怠金,,2.44.1.1
2014,0405560201,7000000,沒入金,罰款及賠償收入,臺灣臺南地方法院,沒入及沒收財物,,2.44.2.1
2014,0405560301,NaN,一般賠償收入,罰款及賠償收入,臺灣臺南地方法院,賠償收入,,2.44.3.1
2014,0405580101,30000,罰金罰鍰,罰款及賠償收入,臺灣高雄地方法院,罰金罰鍰及怠金,,2.45.1.1
2014,0405580102,NaN,怠金,罰款及賠償收入,臺灣高雄地方法院,罰金罰鍰及怠金,,2.45.1.2
2014,0405580201,12903000,沒入金,罰款及賠償收入,臺灣高雄地方法院,沒入及沒收財物,,2.45.2.1
2014,0405580301,NaN,一般賠償收入,罰款及賠償收入,臺灣高雄地方法院,賠償收入,,2.45.3.1
2014,0405590101,30000,罰金罰鍰,罰款及賠償收入,臺灣屏東地方法院,罰金罰鍰及怠金,,2.46.1.1
2014,0405590201,4000000,沒入金,罰款及賠償收入,臺灣屏東地方法院,沒入及沒收財物,,2.46.2.1
2014,0405590301,NaN,一般賠償收入,罰款及賠償收入,臺灣屏東地方法院,賠償收入,,2.46.3.1
2014,0405600101,30000,罰金罰鍰,罰款及賠償收入,臺灣臺東地方法院,罰金罰鍰及怠金,,2.47.1.1
2014,0405600201,500000,沒入金,罰款及賠償收入,臺灣臺東地方法院,沒入及沒收財物,,2.47.2.1
2014,0405600301,NaN,一般賠償收入,罰款及賠償收入,臺灣臺東地方法院,賠償收入,,2.47.3.1
2014,0405610101,10000,罰金罰鍰,罰款及賠償收入,臺灣花蓮地方法院,罰金罰鍰及怠金,,2.48.1.1
2014,0405610201,344000,沒入金,罰款及賠償收入,臺灣花蓮地方法院,沒入及沒收財物,,2.48.2.1
2014,0405620101,250000,罰金罰鍰,罰款及賠償收入,臺灣宜蘭地方法院,罰金罰鍰及怠金,,2.49.1.1
2014,0405620201,900000,沒入金,罰款及賠償收入,臺灣宜蘭地方法院,沒入及沒收財物,,2.49.2.1
2014,0405620301,NaN,一般賠償收入,罰款及賠償收入,臺灣宜蘭地方法院,賠償收入,,2.49.3.1
2014,0405630101,30000,罰金罰鍰,罰款及賠償收入,臺灣基隆地方法院,罰金罰鍰及怠金,,2.50.1.1
2014,0405630201,1500000,沒入金,罰款及賠償收入,臺灣基隆地方法院,沒入及沒收財物,,2.50.2.1
2014,0405640101,1000,罰金罰鍰,罰款及賠償收入,臺灣澎湖地方法院,罰金罰鍰及怠金,,2.51.1.1
2014,0405640201,124000,沒入金,罰款及賠償收入,臺灣澎湖地方法院,沒入及沒收財物,,2.51.2.1
2014,0405640301,NaN,一般賠償收入,罰款及賠償收入,臺灣澎湖地方法院,賠償收入,,2.51.3.1
2014,0405800101,1000,罰金罰鍰,罰款及賠償收入,臺灣高雄少年及家事法院,罰金罰鍰及怠金,,2.52.1.1
2014,0405800201,40000,沒入金,罰款及賠償收入,臺灣高雄少年及家事法院,沒入及沒收財物,,2.52.2.1
2014,0405800301,NaN,一般賠償收入,罰款及賠償收入,臺灣高雄少年及家事法院,賠償收入,,2.52.3.1
2014,0405910101,6000,罰金罰鍰,罰款及賠償收入,福建金門地方法院,罰金罰鍰及怠金,,2.53.1.1
2014,0405910201,55000,沒入金,罰款及賠償收入,福建金門地方法院,沒入及沒收財物,,2.53.2.1
2014,0405930101,NaN,罰金罰鍰,罰款及賠償收入,福建連江地方法院,罰金罰鍰及怠金,,2.54.1.1
2014,0405930301,NaN,一般賠償收入,罰款及賠償收入,福建連江地方法院,賠償收入,,2.54.2.1
2014,0406010301,NaN,一般賠償收入,罰款及賠償收入,考試院,賠償收入,,2.55.1.1
2014,0406100301,NaN,一般賠償收入,罰款及賠償收入,考選部,賠償收入,,2.56.1.1
2014,0406200301,NaN,一般賠償收入,罰款及賠償收入,銓敘部,賠償收入,,2.57.1.1
2014,0406400301,NaN,一般賠償收入,罰款及賠償收入,國家文官學院及所屬,賠償收入,,2.58.1.1
2014,0406600301,NaN,一般賠償收入,罰款及賠償收入,公務人員退休撫卹基金管理委員會,賠償收入,,2.59.1.1
2014,0407010101,20700000,罰金罰鍰,罰款及賠償收入,監察院,罰金罰鍰及怠金,,2.60.1.1
2014,0407010201,8000000,沒入金,罰款及賠償收入,監察院,沒入及沒收財物,,2.60.2.1
2014,0407010301,100000,一般賠償收入,罰款及賠償收入,監察院,賠償收入,,2.60.3.1
2014,0407100301,NaN,一般賠償收入,罰款及賠償收入,審計部,賠償收入,,2.61.1.1
2014,0408010301,946000,一般賠償收入,罰款及賠償收入,內政部,賠償收入,,2.62.1.1
2014,0408110101,6261000,罰金罰鍰,罰款及賠償收入,營建署及所屬,罰金罰鍰及怠金,,2.63.1.1
2014,0408110301,13010000,一般賠償收入,罰款及賠償收入,營建署及所屬,賠償收入,,2.63.2.1
2014,0408210101,337000,罰金罰鍰,罰款及賠償收入,警政署及所屬,罰金罰鍰及怠金,,2.64.1.1
2014,0408210201,12000,沒入金,罰款及賠償收入,警政署及所屬,沒入及沒收財物,,2.64.2.1
2014,0408210301,18673000,一般賠償收入,罰款及賠償收入,警政署及所屬,賠償收入,,2.64.3.1
2014,0408410301,7698000,一般賠償收入,罰款及賠償收入,中央警察大學,賠償收入,,2.65.1.1
2014,0408510101,NaN,罰金罰鍰,罰款及賠償收入,消防署及所屬,罰金罰鍰及怠金,,2.66.1.1
2014,0408510301,NaN,一般賠償收入,罰款及賠償收入,消防署及所屬,賠償收入,,2.66.2.1
2014,0408550301,1200000,一般賠償收入,罰款及賠償收入,役政署,賠償收入,,2.67.1.1
2014,0408580101,223552000,罰金罰鍰,罰款及賠償收入,入出國及移民署,罰金罰鍰及怠金,,2.68.1.1
2014,0408580301,200000,一般賠償收入,罰款及賠償收入,入出國及移民署,賠償收入,,2.68.2.1
2014,0408610301,NaN,一般賠償收入,罰款及賠償收入,建築研究所,賠償收入,,2.69.1.1
2014,0408650301,3394000,一般賠償收入,罰款及賠償收入,空中勤務總隊,賠償收入,,2.70.1.1
2014,0411010301,1810000,一般賠償收入,罰款及賠償收入,外交部,賠償收入,,2.71.1.1
2014,0411100301,NaN,一般賠償收入,罰款及賠償收入,領事事務局,賠償收入,,2.72.1.1
2014,0414010301,10000,一般賠償收入,罰款及賠償收入,國防部,賠償收入,,2.73.1.1
2014,0414020101,NaN,罰金罰鍰,罰款及賠償收入,國防部所屬,罰金罰鍰及怠金,,2.74.1.1
2014,0414020201,14918000,沒入金,罰款及賠償收入,國防部所屬,沒入及沒收財物,,2.74.2.1
2014,0414020202,NaN,沒收物變價,罰款及賠償收入,國防部所屬,沒入及沒收財物,,2.74.2.2
2014,0414020301,315020000,一般賠償收入,罰款及賠償收入,國防部所屬,賠償收入,,2.74.3.1
2014,0417010201,NaN,沒入金,罰款及賠償收入,財政部,沒入及沒收財物,,2.75.1.1
2014,0417010301,34000,一般賠償收入,罰款及賠償收入,財政部,賠償收入,,2.75.2.1
2014,0417100101,100000,罰金罰鍰,罰款及賠償收入,國庫署,罰金罰鍰及怠金,,2.76.1.1
2014,0417100301,NaN,一般賠償收入,罰款及賠償收入,國庫署,賠償收入,,2.76.2.1
2014,0417200301,NaN,一般賠償收入,罰款及賠償收入,賦稅署,賠償收入,,2.77.1.1
2014,0417250101,3240161000,罰金罰鍰,罰款及賠償收入,臺北國稅局,罰金罰鍰及怠金,,2.78.1.1
2014,0417250301,NaN,一般賠償收入,罰款及賠償收入,臺北國稅局,賠償收入,,2.78.2.1
2014,0417270101,777758000,罰金罰鍰,罰款及賠償收入,高雄國稅局,罰金罰鍰及怠金,,2.79.1.1
2014,0417270301,NaN,一般賠償收入,罰款及賠償收入,高雄國稅局,賠償收入,,2.79.2.1
2014,0417290101,2282047000,罰金罰鍰,罰款及賠償收入,北區國稅局及所屬,罰金罰鍰及怠金,,2.80.1.1
2014,0417290301,NaN,一般賠償收入,罰款及賠償收入,北區國稅局及所屬,賠償收入,,2.80.2.1
2014,0417310101,1264320000,罰金罰鍰,罰款及賠償收入,中區國稅局及所屬,罰金罰鍰及怠金,,2.81.1.1
2014,0417310201,NaN,沒入金,罰款及賠償收入,中區國稅局及所屬,沒入及沒收財物,,2.81.2.1
2014,0417310301,NaN,一般賠償收入,罰款及賠償收入,中區國稅局及所屬,賠償收入,,2.81.3.1
2014,0417330101,774626000,罰金罰鍰,罰款及賠償收入,南區國稅局及所屬,罰金罰鍰及怠金,,2.82.1.1
2014,0417330301,NaN,一般賠償收入,罰款及賠償收入,南區國稅局及所屬,賠償收入,,2.82.2.1
2014,0417350101,443149000,罰金罰鍰,罰款及賠償收入,關務署及所屬,罰金罰鍰及怠金,,2.83.1.1
2014,0417350202,114091000,沒收物變價,罰款及賠償收入,關務署及所屬,沒入及沒收財物,,2.83.2.1
2014,0417350301,NaN,一般賠償收入,罰款及賠償收入,關務署及所屬,賠償收入,,2.83.3.1
2014,0417400301,NaN,一般賠償收入,罰款及賠償收入,國有財產署及所屬,賠償收入,,2.84.1.1
2014,0417600301,10000,一般賠償收入,罰款及賠償收入,財政資訊中心,賠償收入,,2.85.1.1
2014,0420010101,NaN,罰金罰鍰,罰款及賠償收入,教育部,罰金罰鍰及怠金,,2.86.1.1
2014,0420010301,11700000,一般賠償收入,罰款及賠償收入,教育部,賠償收入,,2.86.2.1
2014,0420100101,NaN,罰金罰鍰,罰款及賠償收入,國民及學前教育署,罰金罰鍰及怠金,,2.87.1.1
2014,0420100201,NaN,沒入金,罰款及賠償收入,國民及學前教育署,沒入及沒收財物,,2.87.2.1
2014,0420100301,NaN,一般賠償收入,罰款及賠償收入,國民及學前教育署,賠償收入,,2.87.3.1
2014,0420200301,NaN,一般賠償收入,罰款及賠償收入,體育署,賠償收入,,2.88.1.1
2014,0420300301,NaN,一般賠償收入,罰款及賠償收入,青年發展署,賠償收入,,2.89.1.1
2014,0421730301,NaN,一般賠償收入,罰款及賠償收入,國家圖書館,賠償收入,,2.90.1.1
2014,0421800301,260000,一般賠償收入,罰款及賠償收入,國立公共資訊圖書館,賠償收入,,2.91.1.1
2014,0421870301,NaN,一般賠償收入,罰款及賠償收入,國立教育廣播電臺,賠償收入,,2.92.1.1
2014,0421900301,NaN,一般賠償收入,罰款及賠償收入,國家教育研究院,賠償收入,,2.93.1.1
2014,0423010301,545000,一般賠償收入,罰款及賠償收入,法務部,賠償收入,,2.94.1.1
2014,0423010302,19955000,賠償求償收入,罰款及賠償收入,法務部,賠償收入,,2.94.1.2
2014,0423100301,19000,一般賠償收入,罰款及賠償收入,司法官學院,賠償收入,,2.95.1.1
2014,0423150301,40000,一般賠償收入,罰款及賠償收入,法醫研究所,賠償收入,,2.96.1.1
2014,0423160101,15275000,罰金罰鍰,罰款及賠償收入,廉政署,罰金罰鍰及怠金,,2.97.1.1
2014,0423160301,23000,一般賠償收入,罰款及賠償收入,廉政署,賠償收入,,2.97.2.1
2014,0423170201,21000,沒入金,罰款及賠償收入,矯正署及所屬,沒入及沒收財物,,2.98.1.1
2014,0423170301,3086000,一般賠償收入,罰款及賠償收入,矯正署及所屬,賠償收入,,2.98.2.1
2014,0423180301,127000,一般賠償收入,罰款及賠償收入,行政執行署及所屬,賠償收入,,2.99.1.1
2014,0423200201,NaN,沒入金,罰款及賠償收入,最高法院檢察署,沒入及沒收財物,,2.100.1.1
2014,0423200301,16000,一般賠償收入,罰款及賠償收入,最高法院檢察署,賠償收入,,2.100.2.1
2014,0423300101,255000,罰金罰鍰,罰款及賠償收入,臺灣高等法院檢察署,罰金罰鍰及怠金,,2.101.1.1
2014,0423300201,NaN,沒入金,罰款及賠償收入,臺灣高等法院檢察署,沒入及沒收財物,,2.101.2.1
2014,0423300301,35000,一般賠償收入,罰款及賠償收入,臺灣高等法院檢察署,賠償收入,,2.101.3.1
2014,0423310101,1512000,罰金罰鍰,罰款及賠償收入,臺灣高等法院臺中分院檢察署,罰金罰鍰及怠金,,2.102.1.1
2014,0423310301,2000,一般賠償收入,罰款及賠償收入,臺灣高等法院臺中分院檢察署,賠償收入,,2.102.2.1
2014,0423320101,80000,罰金罰鍰,罰款及賠償收入,臺灣高等法院臺南分院檢察署,罰金罰鍰及怠金,,2.103.1.1
2014,0423330101,3108000,罰金罰鍰,罰款及賠償收入,臺灣高等法院高雄分院檢察署,罰金罰鍰及怠金,,2.104.1.1
2014,0423340101,132000,罰金罰鍰,罰款及賠償收入,臺灣高等法院花蓮分院檢察署,罰金罰鍰及怠金,,2.105.1.1
2014,0423410101,583407000,罰金罰鍰,罰款及賠償收入,臺灣臺北地方法院檢察署,罰金罰鍰及怠金,,2.106.1.1
2014,0423410201,272603000,沒入金,罰款及賠償收入,臺灣臺北地方法院檢察署,沒入及沒收財物,,2.106.2.1
2014,0423410202,2497000,沒收物變價,罰款及賠償收入,臺灣臺北地方法院檢察署,沒入及沒收財物,,2.106.2.2
2014,0423410301,16000,一般賠償收入,罰款及賠償收入,臺灣臺北地方法院檢察署,賠償收入,,2.106.3.1
2014,0423420101,298192000,罰金罰鍰,罰款及賠償收入,臺灣士林地方法院檢察署,罰金罰鍰及怠金,,2.107.1.1
2014,0423420201,49768000,沒入金,罰款及賠償收入,臺灣士林地方法院檢察署,沒入及沒收財物,,2.107.2.1
2014,0423420202,731000,沒收物變價,罰款及賠償收入,臺灣士林地方法院檢察署,沒入及沒收財物,,2.107.2.2
2014,0423430101,863738000,罰金罰鍰,罰款及賠償收入,臺灣新北地方法院檢察署,罰金罰鍰及怠金,,2.108.1.1
2014,0423430201,130389000,沒入金,罰款及賠償收入,臺灣新北地方法院檢察署,沒入及沒收財物,,2.108.2.1
2014,0423430202,4521000,沒收物變價,罰款及賠償收入,臺灣新北地方法院檢察署,沒入及沒收財物,,2.108.2.2
2014,0423430301,97000,一般賠償收入,罰款及賠償收入,臺灣新北地方法院檢察署,賠償收入,,2.108.3.1
2014,0423470101,682729000,罰金罰鍰,罰款及賠償收入,臺灣桃園地方法院檢察署,罰金罰鍰及怠金,,2.109.1.1
2014,0423470201,192092000,沒入金,罰款及賠償收入,臺灣桃園地方法院檢察署,沒入及沒收財物,,2.109.2.1
2014,0423470202,1003000,沒收物變價,罰款及賠償收入,臺灣桃園地方法院檢察署,沒入及沒收財物,,2.109.2.2
2014,0423470301,15000,一般賠償收入,罰款及賠償收入,臺灣桃園地方法院檢察署,賠償收入,,2.109.3.1
2014,0423480101,264927000,罰金罰鍰,罰款及賠償收入,臺灣新竹地方法院檢察署,罰金罰鍰及怠金,,2.110.1.1
2014,0423480201,111287000,沒入金,罰款及賠償收入,臺灣新竹地方法院檢察署,沒入及沒收財物,,2.110.2.1
2014,0423480202,899000,沒收物變價,罰款及賠償收入,臺灣新竹地方法院檢察署,沒入及沒收財物,,2.110.2.2
2014,0423480301,15000,一般賠償收入,罰款及賠償收入,臺灣新竹地方法院檢察署,賠償收入,,2.110.3.1
2014,0423490101,180228000,罰金罰鍰,罰款及賠償收入,臺灣苗栗地方法院檢察署,罰金罰鍰及怠金,,2.111.1.1
2014,0423490201,49697000,沒入金,罰款及賠償收入,臺灣苗栗地方法院檢察署,沒入及沒收財物,,2.111.2.1
2014,0423490202,644000,沒收物變價,罰款及賠償收入,臺灣苗栗地方法院檢察署,沒入及沒收財物,,2.111.2.2
2014,0423490301,9000,一般賠償收入,罰款及賠償收入,臺灣苗栗地方法院檢察署,賠償收入,,2.111.3.1
2014,0423500101,709705000,罰金罰鍰,罰款及賠償收入,臺灣臺中地方法院檢察署,罰金罰鍰及怠金,,2.112.1.1
2014,0423500201,148922000,沒入金,罰款及賠償收入,臺灣臺中地方法院檢察署,沒入及沒收財物,,2.112.2.1
2014,0423500202,1945000,沒收物變價,罰款及賠償收入,臺灣臺中地方法院檢察署,沒入及沒收財物,,2.112.2.2
2014,0423500301,11000,一般賠償收入,罰款及賠償收入,臺灣臺中地方法院檢察署,賠償收入,,2.112.3.1
2014,0423510101,112977000,罰金罰鍰,罰款及賠償收入,臺灣南投地方法院檢察署,罰金罰鍰及怠金,,2.113.1.1
2014,0423510201,17076000,沒入金,罰款及賠償收入,臺灣南投地方法院檢察署,沒入及沒收財物,,2.113.2.1
2014,0423510202,490000,沒收物變價,罰款及賠償收入,臺灣南投地方法院檢察署,沒入及沒收財物,,2.113.2.2
2014,0423510301,34000,一般賠償收入,罰款及賠償收入,臺灣南投地方法院檢察署,賠償收入,,2.113.3.1
2014,0423520101,266084000,罰金罰鍰,罰款及賠償收入,臺灣彰化地方法院檢察署,罰金罰鍰及怠金,,2.114.1.1
2014,0423520201,63101000,沒入金,罰款及賠償收入,臺灣彰化地方法院檢察署,沒入及沒收財物,,2.114.2.1
2014,0423520202,1282000,沒收物變價,罰款及賠償收入,臺灣彰化地方法院檢察署,沒入及沒收財物,,2.114.2.2
2014,0423520301,1000,一般賠償收入,罰款及賠償收入,臺灣彰化地方法院檢察署,賠償收入,,2.114.3.1
2014,0423530101,150515000,罰金罰鍰,罰款及賠償收入,臺灣雲林地方法院檢察署,罰金罰鍰及怠金,,2.115.1.1
2014,0423530201,58436000,沒入金,罰款及賠償收入,臺灣雲林地方法院檢察署,沒入及沒收財物,,2.115.2.1
2014,0423530202,445000,沒收物變價,罰款及賠償收入,臺灣雲林地方法院檢察署,沒入及沒收財物,,2.115.2.2
2014,0423530301,24000,一般賠償收入,罰款及賠償收入,臺灣雲林地方法院檢察署,賠償收入,,2.115.3.1
2014,0423540101,191947000,罰金罰鍰,罰款及賠償收入,臺灣嘉義地方法院檢察署,罰金罰鍰及怠金,,2.116.1.1
2014,0423540201,24244000,沒入金,罰款及賠償收入,臺灣嘉義地方法院檢察署,沒入及沒收財物,,2.116.2.1
2014,0423540202,1029000,沒收物變價,罰款及賠償收入,臺灣嘉義地方法院檢察署,沒入及沒收財物,,2.116.2.2
2014,0423540301,294000,一般賠償收入,罰款及賠償收入,臺灣嘉義地方法院檢察署,賠償收入,,2.116.3.1
2014,0423560101,306023000,罰金罰鍰,罰款及賠償收入,臺灣臺南地方法院檢察署,罰金罰鍰及怠金,,2.117.1.1
2014,0423560201,93509000,沒入金,罰款及賠償收入,臺灣臺南地方法院檢察署,沒入及沒收財物,,2.117.2.1
2014,0423560202,1256000,沒收物變價,罰款及賠償收入,臺灣臺南地方法院檢察署,沒入及沒收財物,,2.117.2.2
2014,0423560301,32000,一般賠償收入,罰款及賠償收入,臺灣臺南地方法院檢察署,賠償收入,,2.117.3.1
2014,0423580101,666700000,罰金罰鍰,罰款及賠償收入,臺灣高雄地方法院檢察署,罰金罰鍰及怠金,,2.118.1.1
2014,0423580201,197388000,沒入金,罰款及賠償收入,臺灣高雄地方法院檢察署,沒入及沒收財物,,2.118.2.1
2014,0423580202,2281000,沒收物變價,罰款及賠償收入,臺灣高雄地方法院檢察署,沒入及沒收財物,,2.118.2.2
2014,0423580301,22000,一般賠償收入,罰款及賠償收入,臺灣高雄地方法院檢察署,賠償收入,,2.118.3.1
